Layer Group,Validation AUROC Mean,Validation AUROC Std
0-4,0.5,0.0
1-5,0.5,0.0
2-6,0.523109243697479,0.04002638420852447
3-7,0.5876903041918521,0.009972302033847394
4-8,0.6175136463646085,0.005083063015264418
5-9,0.6414474943874953,0.02013189295856573
6-10,0.6730093476431213,0.00880402420844458
7-11,0.6758778243698101,0.017476292739063305
8-12,0.6802099751737248,0.014061633748893253
9-13,0.6909279590139409,0.022905298045059592
10-14,0.6909399398222535,0.023069219336132908
11-15,0.6973142648131869,0.02127453657145047
12-16,0.715346189997207,0.01672103167469628
13-17,0.721625825546741,0.015822126022889807
14-18,0.7375254903204898,0.014084873297470943
15-19,0.7471712478018078,0.017101209986342666
16-20,0.750185484809069,0.011484083256541062
17-21,0.7592847656495421,0.008207080559964967
18-22,0.7602081090042058,0.010202339851168309
19-23,0.7670155968227842,0.012098800277380748
20-24,0.7552454790488259,0.020061170153247123
21-25,0.7554946002384963,0.024624148725414005
22-26,0.7554855555368939,0.01964889521308694
23-27,0.7631794116713975,0.013194576749547268
24-28,0.7557044572214852,0.009799445220101526
25-29,0.7572106924048767,0.016201779959021403
26-30,0.7564762054055466,0.01889689496344972
27-31,0.7597095804788715,0.02077853891626329
28-32,0.7611538712753588,0.021400383475065326
29-33,0.7633695245808738,0.010993497161931398
30-34,0.7610666962765563,0.004962660553063896
31-35,0.7604146815288407,0.008521407642537013
32-36,0.7575074133584146,0.006741103593909064
33-37,0.7570073048095542,0.004162563579283935
34-38,0.7547603993851594,0.009619520723210177
35-39,0.7591376990503064,0.011571904227955981
36-40,0.7560215443050415,0.011931208190427632
37-41,0.7589441897123052,0.009860257097024804
38-42,0.7522241381562619,0.00821067248533013
39-43,0.7523494078955144,0.013877296684040275
40-44,0.7487092078670242,0.012625315537841096
41-45,0.7444749811983421,0.01720047415316755
42-46,0.7430826943257872,0.017562882053493073
43-47,0.7443517269221701,0.017480678391658056
44-48,0.7425427492782589,0.014788423385343231
45-49,0.7373920218764831,0.010979398530752187
46-50,0.7388397713071461,0.008505242511538346
47-51,0.7394913630564374,0.014044534586255623
48-52,0.7374064287051706,0.010905170571374634
49-53,0.7435140531895637,0.014748654021263779
50-54,0.747771830917577,0.016442957417566354
51-55,0.7445207147926903,0.01880602912675991
52-56,0.7421821680037771,0.021350040086674103
53-57,0.7385233560446164,0.02008879735988152
54-58,0.7346825676750823,0.026059047492894515
55-59,0.7374503707767807,0.024477996175582807
56-60,0.7358704467796446,0.023164966983753275
57-61,0.7376796981284185,0.019705021865360568
58-62,0.7398725095190196,0.02119455028309747
59-63,0.7425972041048264,0.02100057865027943
60-64,0.7366141775386592,0.018070571924306333
61-65,0.7368929210591633,0.019393425569142784
62-66,0.7335265503047766,0.019434405715044994
63-67,0.7390955236191745,0.015705667215884605
64-68,0.737091357084695,0.01701227953963695
65-69,0.7363584127855005,0.015142412838702763
66-70,0.7356586863037465,0.015327553037735161
67-71,0.7335294490880964,0.020468914279906606
68-72,0.7336937342114283,0.028051390722483416
69-73,0.7323130175898918,0.0327300352599699
70-74,0.7328014563586928,0.03329740243970351
71-75,0.7290022338049145,0.03545423447025315
72-76,0.7216541166766506,0.03461763735074966
73-77,0.7200022083005977,0.03936467976597577
74-78,0.7183151661730648,0.041052198702019156
75-79,0.7261144360031376,0.03565131208346103
