Layer Group,Validation AUROC Mean,Validation AUROC Std
0-0,0.5,0.0
1-1,0.5,0.0
2-2,0.5,0.0
3-3,0.5,0.0
4-4,0.6194959520926414,0.0049387650455374596
5-5,0.6379502705599216,0.009785267949714193
6-6,0.6653934386970831,0.011590467343306734
7-7,0.645145317977533,0.006136104070586822
8-8,0.7030456208184696,0.005244150705789218
9-9,0.7097286846928039,0.0015705065767328496
10-10,0.7265627461066306,0.00445343661911516
11-11,0.7345601045462328,0.009565400209132718
12-12,0.7458917190231699,0.008364907478901023
13-13,0.7634564906095113,0.02113509241803008
14-14,0.7700551867464607,0.006098181751143094
15-15,0.773033863836358,0.004123058589432925
16-16,0.7793370685132519,0.0033787565704893677
17-17,0.7899384905783364,0.004801595712205072
18-18,0.790336880157373,0.0026018735541150496
19-19,0.7873093836871382,0.009551522953593333
20-20,0.7945238880054258,0.004580171101487978
21-21,0.7963820083946987,0.007105170937296108
22-22,0.7958740170586333,0.01405890296822848
23-23,0.79973596658776,0.01186013204140497
24-24,0.814664995771258,0.008186323926256544
25-25,0.815853910504579,0.011764974412792124
26-26,0.8213716722568468,0.01022288552175182
27-27,0.828790828289527,0.011164889029987333
28-28,0.8319350661638175,0.012269310631344576
29-29,0.8288450977820986,0.015423155011945185
30-30,0.8280437950308711,0.01927622464677337
31-31,0.8412137459896711,0.014966948685819917
