Layer Group,Validation AUROC Mean,Validation AUROC Std
0-0,0.5,0.0
1-1,0.5,0.0
2-2,0.6461240627578244,0.015384154233878247
3-3,0.6761514424866552,0.015822638415987144
4-4,0.7282795450856719,0.014906004510425183
5-5,0.7563495442561647,0.016192568612559178
6-6,0.7738595285892723,0.018311071066906104
7-7,0.7869694601870937,0.021207245383997507
8-8,0.8188024075979797,0.015285001388763758
9-9,0.8247532625189349,0.002886273247253873
10-10,0.8263337950668417,0.014231641838936554
11-11,0.8412021236253318,0.016450069690587897
12-12,0.8462193743205754,0.01512634715149631
13-13,0.8462839308999891,0.00887393931471706
14-14,0.8389478345777573,0.01590343645511772
15-15,0.8483500411973983,0.0103556285290987
16-16,0.8470210449543787,0.01189350126887792
17-17,0.8428799270513377,0.014564073721572526
18-18,0.83794310638739,0.01603645480862392
19-19,0.853180462045255,0.018812990581865318
20-20,0.8508198140574309,0.016357895197652444
21-21,0.8462853343038894,0.026703854508083262
22-22,0.8429403006696118,0.023418863475204246
23-23,0.8466983301837135,0.02278047123537382
24-24,0.8470642098432734,0.01794355292824606
25-25,0.8429480398289843,0.02127727821514775
26-26,0.8454148151272879,0.015858339174890514
27-27,0.8437734593268479,0.01568399499436817
28-28,0.8473740623490661,0.01966891606651207
29-29,0.8482138973937889,0.022552374456396948
30-30,0.8410885569116525,0.025360646341903978
31-31,0.8395456028876002,0.01781634005228406
