Layer Group,Validation AUROC Mean,Validation AUROC Std
0-4,0.72960547564056,0.016095466656232262
1-5,0.7559130447673309,0.016715339560950414
2-6,0.7796089609873337,0.016364093311800165
3-7,0.7898575972875009,0.02366922437637045
4-8,0.8175151455893932,0.015386403108080971
5-9,0.8293697937121619,0.002291219467799716
6-10,0.8328876367801042,0.01094374568385858
7-11,0.838704364438977,0.014146388423362835
8-12,0.8460868957174434,0.014264550790141516
9-13,0.8545113930781177,0.008014126476802844
10-14,0.8492388046247036,0.012937661952039629
11-15,0.8540420566630728,0.012691420066823398
12-16,0.8547780398191739,0.012200778332587831
13-17,0.8526681378699631,0.012873583867335857
14-18,0.8455956498512175,0.012043012939237539
15-19,0.8525772436231781,0.014933670321295337
16-20,0.851671448595141,0.013114064998580597
17-21,0.8545258903766605,0.018539707535557965
18-22,0.852598962320431,0.0247476414706259
19-23,0.8506765033562337,0.022207879543163177
20-24,0.8485742588147117,0.019830416387971773
21-25,0.849099186374545,0.02270936495945214
22-26,0.8493284589709557,0.017798196112121495
23-27,0.8510993230633598,0.016104224538315746
24-28,0.8522004637391497,0.018512990332312945
25-29,0.8506355321375133,0.018812861058602796
26-30,0.8460016695873818,0.022245943833996223
27-31,0.8455041015909641,0.020557616746737874
