Layer Group,Validation AUROC Mean,Validation AUROC Std
0-0,0.5,0.0
1-1,0.6294582987017655,0.023362029349384385
2-2,0.6543029619510145,0.022723322317526058
3-3,0.6749670047640534,0.02368119881173491
4-4,0.7131613035839992,0.03203914996343293
5-5,0.7386515786579725,0.034604987307377044
6-6,0.7518455234901062,0.04130494347212021
7-7,0.7464862545521016,0.048247052382593435
8-8,0.764183157608036,0.03854760828481138
9-9,0.7702153273923452,0.04592414599512032
10-10,0.772775316730192,0.028120927565257137
11-11,0.7716596041082963,0.03181620152519861
12-12,0.7895177146657009,0.025923802801267364
13-13,0.7813328967996275,0.027903715220498844
14-14,0.7809363212319701,0.022295939175509188
15-15,0.7898471646421236,0.03149328305840662
16-16,0.7969223665697789,0.031223460175071806
17-17,0.7945525947229717,0.03445765287493947
18-18,0.7817705288105983,0.03276716636318742
19-19,0.7822527398527767,0.022565402100752318
20-20,0.7912185326700408,0.026052328298948012
21-21,0.7892085902609133,0.02281821467709503
22-22,0.780139128372458,0.024883041193999027
23-23,0.7748133176295826,0.030293054757679398
24-24,0.7716339572284644,0.015593451692904414
25-25,0.7661200313140096,0.02562565941044824
26-26,0.7549108032053343,0.03434577250232703
27-27,0.751942830510462,0.03227523575245265
