Layer Group,Validation AUROC Mean,Validation AUROC Std
0-4,0.7001456508015158,0.048251592849680856
1-5,0.7269605242795073,0.04142572424233294
2-6,0.7450037750347631,0.0391034142441671
3-7,0.7448007695436821,0.0387073505091431
4-8,0.7572840450448691,0.03787607271334211
5-9,0.7700676562029134,0.03457389736408079
6-10,0.767188602661434,0.042892773190715223
7-11,0.7648321130683694,0.03129607638051945
8-12,0.7654166435887078,0.03472256231632454
9-13,0.7754944920357354,0.037930707233148224
10-14,0.7802080504229928,0.03519054964971078
11-15,0.772215229061911,0.02455124626825108
12-16,0.7694699206387411,0.03203370160940783
13-17,0.7756730926514712,0.02578604377702485
14-18,0.7748362927490442,0.025408490931824908
15-19,0.7792491503654668,0.02884817311696105
16-20,0.7628465787463731,0.03197533354350564
17-21,0.7606990737169678,0.04079086486022134
18-22,0.7513939378658466,0.037685646699847884
19-23,0.7578428220467966,0.02860751180396549
20-24,0.7528852043077133,0.03174716602775989
21-25,0.7395405480957488,0.035045242519695305
22-26,0.7274150970104128,0.032576978340332755
23-27,0.7411514267244653,0.0261983779433997
24-28,0.7214192535654359,0.03609191890846632
