Layer Group,Validation AUROC Mean,Validation AUROC Std
0-4,0.5947264080423288,0.016415657155558577
1-5,0.6243371358642322,0.018759773473272255
2-6,0.6486819791145952,0.020701433120617185
3-7,0.6713088315321605,0.017758408570442474
4-8,0.6886186454770994,0.01802486148239788
5-9,0.6997539546122983,0.022091208489880484
6-10,0.7084917087535408,0.024198673353906398
7-11,0.7226051849508183,0.02731554532882739
8-12,0.7354270768037516,0.03091329827038615
9-13,0.7428133314885199,0.03164365298270129
10-14,0.754825613053345,0.02490975108910586
11-15,0.7652367585039951,0.020859948579208715
12-16,0.7736798631994753,0.01408527825069034
13-17,0.7784224637781781,0.01109018125673191
14-18,0.7810979805904461,0.010510878957613455
15-19,0.780595417688257,0.006665234891842545
16-20,0.7877260268469953,0.008691410022010782
17-21,0.7841096551521212,0.010179272904959288
18-22,0.7888051435582286,0.006686639181569793
19-23,0.7923756346092301,0.007440704524354415
20-24,0.7870207410926586,0.011648135860965808
21-25,0.7809655292631061,0.013618713365762154
22-26,0.7792463316974665,0.011303509625464026
23-27,0.775308340904342,0.014096871842121725
24-28,0.7745551247133596,0.012728599420978622
25-29,0.7818559493251553,0.012977509559009264
26-30,0.7861216176766194,0.009224193244428169
27-31,0.7923086113447434,0.008881050470242326
28-32,0.7973467044291394,0.006743685021016948
29-33,0.8001109822276353,0.008815846058808087
30-34,0.805915358931939,0.011337664007312212
31-35,0.8029544084760915,0.014914913964368866
32-36,0.8039227702552587,0.015139387450390358
33-37,0.8059605535564567,0.014614191207704508
34-38,0.8124337660710366,0.014353230942687829
35-39,0.8124377747383539,0.016985309207785432
36-40,0.8058004796184477,0.015470270622774186
37-41,0.803360474077395,0.012021625269499712
38-42,0.7994606524093661,0.010365808008321042
39-43,0.7974534837550615,0.011509418223099407
40-44,0.7973332402661292,0.00953078997366464
41-45,0.7938859599444044,0.008813888367435532
42-46,0.7947563697310407,0.009408866043946458
43-47,0.7898422891093849,0.010672042993461382
44-48,0.78140778031908,0.01112570969145605
45-49,0.7776251853078789,0.012368823863823918
46-50,0.7753116470217172,0.012267547365741998
47-51,0.7693722154226409,0.012314093030190439
48-52,0.769273866696025,0.010057061061833553
49-53,0.7681790624578471,0.008031457809330072
50-54,0.7687170669382973,0.004497920329369667
51-55,0.767335225589613,0.004661646722614354
52-56,0.7662755653791323,0.005325367052818909
53-57,0.7655101744109161,0.004719583805153711
54-58,0.766872542728261,0.005146440965566805
55-59,0.7679082418530655,0.006657765566017366
56-60,0.7688239537130344,0.007142118896089587
57-61,0.7662367350305617,0.00959622513287549
58-62,0.7658993209565523,0.008114674649127612
59-63,0.7640622024494362,0.008593366850101007
60-64,0.7617094040194453,0.010474230612312129
61-65,0.7577207717734278,0.010372660460798329
62-66,0.7544748670610204,0.008237720215197222
63-67,0.7546436856794865,0.007464452083293571
64-68,0.7550356093637179,0.009416194537726238
65-69,0.7556536714764063,0.009312870794920235
66-70,0.7558860336708217,0.0104098276772615
67-71,0.7564538014729415,0.007893019092635652
68-72,0.7566705918545203,0.007021882684803224
69-73,0.7568805385731326,0.006974543641453813
70-74,0.7587543880442862,0.0073562315370775035
71-75,0.7596768113225263,0.005585362822047838
72-76,0.759581983610915,0.0017262049654139737
73-77,0.7559680832387784,0.006244965171626414
74-78,0.7546862767365712,0.007364062064650122
75-79,0.7542905096908912,0.014264287931457653
76-80,0.7407312792756693,0.017386572465467272
