Layer Group,Validation AUROC Mean,Validation AUROC Std
0-4,0.729871781147964,0.039020483900094084
1-5,0.7672859175364772,0.026625049879480094
2-6,0.7815248097674089,0.03341380767610324
3-7,0.8064763752757184,0.022232415152065955
4-8,0.8229749879510564,0.025342305182847077
5-9,0.8504463752907954,0.022732375898039017
6-10,0.8532082831398717,0.02647551013965446
7-11,0.8564331252220698,0.022155990951130976
8-12,0.8714226015566382,0.022020084627610924
9-13,0.8764127578587004,0.018776051653212743
10-14,0.8771417634225734,0.020693750251637444
11-15,0.8762128182667513,0.022693927313316885
12-16,0.8763821065523638,0.022768908643100178
13-17,0.8714114135031593,0.020926928288797685
14-18,0.8665918265193353,0.023141801977016922
15-19,0.8647649945899113,0.024188253261872412
16-20,0.8673056476501924,0.02017416432000741
17-21,0.8702210607995473,0.018137102625834664
18-22,0.8685606540553554,0.022554489116897853
19-23,0.8639019831631405,0.02018902391976895
20-24,0.857480507347217,0.026353321454815545
21-25,0.8660901642928112,0.023826255844051618
22-26,0.8686988382255312,0.024675321032813755
23-27,0.8646717782330997,0.02212030832004285
24-28,0.8474635659545854,0.012569738554216888
